,lake,year,month,layer,group,genus,var,value,units,SamplingMethodID,MethodID
2908,Lacawac,2010,8,whole column,Holopedium,Holopedium,abundance,0.02,org per liter,Method023,Method028
2909,Lacawac,2010,9,whole column,Holopedium,Holopedium,abundance,0.03,org per liter,Method023,Method028
2910,Lacawac,2011,5,whole column,Holopedium,Holopedium,abundance,0.54,org per liter,Method023,Method028
2911,Lacawac,2011,6,whole column,Holopedium,Holopedium,abundance,3.18,org per liter,Method023,Method028
2912,Lacawac,2011,7,whole column,Holopedium,Holopedium,abundance,0.73,org per liter,Method023,Method028
2913,Lacawac,2011,8,whole column,Holopedium,Holopedium,abundance,4.36,org per liter,Method023,Method028
2914,Lacawac,2013,4,whole column,Holopedium,Holopedium,abundance,0.13,org per liter,Method023,Method028
2915,Lacawac,2013,5,whole column,Holopedium,Holopedium,abundance,0.58,org per liter,Method023,Method028
2916,Lacawac,2013,6,whole column,Holopedium,Holopedium,abundance,0.21,org per liter,Method023,Method028
2917,Lacawac,2013,7,whole column,Holopedium,Holopedium,abundance,0.45,org per liter,Method023,Method028
2918,Lacawac,2013,8,whole column,Holopedium,Holopedium,abundance,2.88,org per liter,Method023,Method028
2919,Lacawac,2014,5,whole column,Holopedium,Holopedium,abundance,1.33,org per liter,Method023,Method028
2920,Lacawac,2014,6,whole column,Holopedium,Holopedium,abundance,0.05,org per liter,Method023,Method028
2921,Lacawac,2014,7,whole column,Holopedium,Holopedium,abundance,1.07,org per liter,Method023,Method028
2922,Lacawac,2014,8,whole column,Holopedium,Holopedium,abundance,0.06,org per liter,Method023,Method028
2923,Lacawac,2015,5,whole column,Holopedium,Holopedium,abundance,2.28,org per liter,Method023,Method028
2924,Lacawac,2015,6,whole column,Holopedium,Holopedium,abundance,1.69,org per liter,Method023,Method028
2925,Lacawac,2015,7,whole column,Holopedium,Holopedium,abundance,0,org per liter,Method023,Method028
2926,Lacawac,2015,8,whole column,Holopedium,Holopedium,abundance,0,org per liter,Method023,Method028
2927,Lacawac,2016,5,whole column,Holopedium,Holopedium,abundance,2.39,org per liter,Method023,Method028
2928,Lacawac,2016,6,whole column,Holopedium,Holopedium,abundance,2.71,org per liter,Method023,Method028
2929,Lacawac,2016,7,whole column,Holopedium,Holopedium,abundance,0.26,org per liter,Method023,Method028
2930,Lacawac,2016,8,whole column,Holopedium,Holopedium,abundance,1.29,org per liter,Method023,Method028
2931,Lacawac,2017,5,whole column,Holopedium,Holopedium,abundance,0.02,org per liter,Method023,Method028
2932,Lacawac,2017,6,whole column,Holopedium,Holopedium,abundance,1.91,org per liter,Method023,Method028
2933,Lacawac,2017,7,whole column,Holopedium,Holopedium,abundance,0.02,org per liter,Method023,Method028
2934,Lacawac,2017,9,whole column,Holopedium,Holopedium,abundance,0.08,org per liter,Method023,Method028
2935,Lacawac,2018,5,whole column,Holopedium,Holopedium,abundance,7,org per liter,Method023,Method028
2936,Lacawac,2018,6,whole column,Holopedium,Holopedium,abundance,5.44,org per liter,Method023,Method028
2937,Lacawac,2018,7,whole column,Holopedium,Holopedium,abundance,6.66,org per liter,Method023,Method028
2938,Lacawac,2018,8,whole column,Holopedium,Holopedium,abundance,2.76,org per liter,Method023,Method028
2939,Lacawac,2018,9,whole column,Holopedium,Holopedium,abundance,1.42,org per liter,Method023,Method028
2940,Lacawac,1990,1,whole column,nauplii,unidentified,abundance,40.81,org per liter,Method024,Method029
2941,Lacawac,1990,2,whole column,nauplii,unidentified,abundance,37.5,org per liter,Method024,Method029
2942,Lacawac,1990,3,whole column,nauplii,unidentified,abundance,93.62,org per liter,Method024,Method029
2943,Lacawac,1990,4,whole column,nauplii,unidentified,abundance,60.44,org per liter,Method024,Method029
2944,Lacawac,1990,5,whole column,nauplii,unidentified,abundance,79.2,org per liter,Method024,Method029
2945,Lacawac,1990,6,whole column,nauplii,unidentified,abundance,104.5,org per liter,Method024,Method029
2946,Lacawac,1990,7,whole column,nauplii,unidentified,abundance,78.71,org per liter,Method024,Method029
2947,Lacawac,1990,8,whole column,nauplii,unidentified,abundance,69.83,org per liter,Method024,Method029
2948,Lacawac,1990,9,whole column,nauplii,unidentified,abundance,69.74,org per liter,Method024,Method029
2949,Lacawac,1990,10,whole column,nauplii,unidentified,abundance,44.9,org per liter,Method024,Method029
2950,Lacawac,1990,11,whole column,nauplii,unidentified,abundance,21.26,org per liter,Method024,Method029
2951,Lacawac,1990,12,whole column,nauplii,unidentified,abundance,38.14,org per liter,Method024,Method029
2952,Lacawac,1991,1,whole column,nauplii,unidentified,abundance,53.03,org per liter,Method024,Method029
2953,Lacawac,1991,2,whole column,nauplii,unidentified,abundance,40.26,org per liter,Method024,Method029
2954,Lacawac,1991,3,whole column,nauplii,unidentified,abundance,29.97,org per liter,Method024,Method029
2955,Lacawac,1991,4,whole column,nauplii,unidentified,abundance,67.8,org per liter,Method024,Method029
2956,Lacawac,1991,5,whole column,nauplii,unidentified,abundance,99.23,org per liter,Method024,Method029
2957,Lacawac,1991,6,whole column,nauplii,unidentified,abundance,70.92,org per liter,Method024,Method029
2958,Lacawac,1991,7,whole column,nauplii,unidentified,abundance,51.07,org per liter,Method024,Method029
2959,Lacawac,1991,8,whole column,nauplii,unidentified,abundance,46.27,org per liter,Method024,Method029
2960,Lacawac,1991,9,whole column,nauplii,unidentified,abundance,46.05,org per liter,Method024,Method029
2961,Lacawac,1991,10,whole column,nauplii,unidentified,abundance,18.07,org per liter,Method024,Method029
2962,Lacawac,1991,11,whole column,nauplii,unidentified,abundance,22.42,org per liter,Method024,Method029
2963,Lacawac,1992,1,whole column,nauplii,unidentified,abundance,23.35,org per liter,Method024,Method029
2964,Lacawac,1992,2,whole column,nauplii,unidentified,abundance,32.42,org per liter,Method024,Method029
2965,Lacawac,1992,3,whole column,nauplii,unidentified,abundance,47.98,org per liter,Method024,Method029
2966,Lacawac,1992,4,whole column,nauplii,unidentified,abundance,53.95,org per liter,Method024,Method029
2967,Lacawac,1992,5,whole column,nauplii,unidentified,abundance,73.9,org per liter,Method024,Method029
2968,Lacawac,1992,6,whole column,nauplii,unidentified,abundance,84.11,org per liter,Method024,Method029
2969,Lacawac,1992,7,whole column,nauplii,unidentified,abundance,134.19,org per liter,Method024,Method029
2970,Lacawac,1992,8,whole column,nauplii,unidentified,abundance,56.76,org per liter,Method024,Method029
2971,Lacawac,1992,9,whole column,nauplii,unidentified,abundance,43.88,org per liter,Method024,Method029
2972,Lacawac,1992,10,whole column,nauplii,unidentified,abundance,34.21,org per liter,Method024,Method029
2973,Lacawac,1992,11,whole column,nauplii,unidentified,abundance,13.33,org per liter,Method024,Method029
2974,Lacawac,1992,12,whole column,nauplii,unidentified,abundance,23.4,org per liter,Method024,Method029
2975,Lacawac,1993,1,whole column,nauplii,unidentified,abundance,29.19,org per liter,Method024,Method029
2976,Lacawac,1993,2,whole column,nauplii,unidentified,abundance,16.06,org per liter,Method024,Method029
2977,Lacawac,1993,3,whole column,nauplii,unidentified,abundance,20.9,org per liter,Method024,Method029
2978,Lacawac,1993,4,whole column,nauplii,unidentified,abundance,75.34,org per liter,Method024,Method029
2979,Lacawac,1993,5,whole column,nauplii,unidentified,abundance,87.28,org per liter,Method024,Method029
2980,Lacawac,1993,6,whole column,nauplii,unidentified,abundance,119.9,org per liter,Method024,Method029
2981,Lacawac,1993,7,whole column,nauplii,unidentified,abundance,81.95,org per liter,Method024,Method029
2982,Lacawac,1993,8,whole column,nauplii,unidentified,abundance,48.48,org per liter,Method024,Method029
2983,Lacawac,1993,9,whole column,nauplii,unidentified,abundance,27.39,org per liter,Method024,Method029
2984,Lacawac,1993,11,whole column,nauplii,unidentified,abundance,26.3,org per liter,Method024,Method029
2985,Lacawac,2005,5,whole column,nauplii,unidentified,abundance,21.09,org per liter,Method024,Method029
2986,Lacawac,2005,6,whole column,nauplii,unidentified,abundance,15.69,org per liter,Method024,Method029
2987,Lacawac,2005,7,whole column,nauplii,unidentified,abundance,19.03,org per liter,Method024,Method029
2988,Lacawac,2005,8,whole column,nauplii,unidentified,abundance,11.06,org per liter,Method024,Method029
2989,Lacawac,2006,5,whole column,nauplii,unidentified,abundance,20.28,org per liter,Method024,Method029
2990,Lacawac,2006,6,whole column,nauplii,unidentified,abundance,42.57,org per liter,Method024,Method029
2991,Lacawac,2006,7,whole column,nauplii,unidentified,abundance,13.2,org per liter,Method024,Method029
2992,Lacawac,2006,8,whole column,nauplii,unidentified,abundance,34.9,org per liter,Method024,Method029
2993,Lacawac,2007,5,whole column,nauplii,unidentified,abundance,23.39,org per liter,Method024,Method029
2994,Lacawac,2007,6,whole column,nauplii,unidentified,abundance,93.92,org per liter,Method024,Method029
2995,Lacawac,2007,7,whole column,nauplii,unidentified,abundance,86.68,org per liter,Method024,Method029
2996,Lacawac,2007,8,whole column,nauplii,unidentified,abundance,11.68,org per liter,Method024,Method029
2997,Lacawac,2008,4,whole column,nauplii,unidentified,abundance,26.26,org per liter,Method023,Method029
2998,Lacawac,2008,5,whole column,nauplii,unidentified,abundance,36.17,org per liter,Method023,Method029
2999,Lacawac,2008,6,whole column,nauplii,unidentified,abundance,48.43,org per liter,Method023,Method029
3000,Lacawac,2008,7,whole column,nauplii,unidentified,abundance,34.35,org per liter,Method023,Method029
3001,Lacawac,2008,8,whole column,nauplii,unidentified,abundance,15.22,org per liter,Method023,Method029
3002,Lacawac,2009,4,whole column,nauplii,unidentified,abundance,56.59,org per liter,Method023,Method029
3003,Lacawac,2009,5,whole column,nauplii,unidentified,abundance,40.82,org per liter,Method023,Method029
3004,Lacawac,2009,6,whole column,nauplii,unidentified,abundance,128.54,org per liter,Method023,Method029
3005,Lacawac,2009,7,whole column,nauplii,unidentified,abundance,43.54,org per liter,Method023,Method029
3006,Lacawac,2009,8,whole column,nauplii,unidentified,abundance,38.31,org per liter,Method023,Method029
3007,Lacawac,2010,5,whole column,nauplii,unidentified,abundance,55.61,org per liter,Method023,Method029
3008,Lacawac,2010,6,whole column,nauplii,unidentified,abundance,79.58,org per liter,Method023,Method029
3009,Lacawac,2010,7,whole column,nauplii,unidentified,abundance,68.12,org per liter,Method023,Method029
3010,Lacawac,2010,8,whole column,nauplii,unidentified,abundance,33.9,org per liter,Method023,Method029
3011,Lacawac,2010,9,whole column,nauplii,unidentified,abundance,47.75,org per liter,Method023,Method029
3012,Lacawac,2011,5,whole column,nauplii,unidentified,abundance,19.63,org per liter,Method023,Method029
3013,Lacawac,2011,6,whole column,nauplii,unidentified,abundance,62.34,org per liter,Method023,Method029
3014,Lacawac,2011,7,whole column,nauplii,unidentified,abundance,57.74,org per liter,Method023,Method029
3015,Lacawac,2011,8,whole column,nauplii,unidentified,abundance,129.64,org per liter,Method023,Method029
3016,Lacawac,2013,4,whole column,nauplii,unidentified,abundance,43.9,org per liter,Method023,Method029
3017,Lacawac,2013,5,whole column,nauplii,unidentified,abundance,33.18,org per liter,Method023,Method029
3018,Lacawac,2013,6,whole column,nauplii,unidentified,abundance,27.45,org per liter,Method023,Method029
3019,Lacawac,2013,7,whole column,nauplii,unidentified,abundance,65.56,org per liter,Method023,Method029
3020,Lacawac,2013,8,whole column,nauplii,unidentified,abundance,45.52,org per liter,Method023,Method029
3021,Lacawac,2014,5,whole column,nauplii,unidentified,abundance,39.99,org per liter,Method023,Method029
3022,Lacawac,2014,6,whole column,nauplii,unidentified,abundance,64.82,org per liter,Method023,Method029
3023,Lacawac,2014,7,whole column,nauplii,unidentified,abundance,150.78,org per liter,Method023,Method029
3024,Lacawac,2014,8,whole column,nauplii,unidentified,abundance,8.49,org per liter,Method023,Method029
3025,Lacawac,2015,5,whole column,nauplii,unidentified,abundance,31.04,org per liter,Method023,Method029
3026,Lacawac,2015,6,whole column,nauplii,unidentified,abundance,24.49,org per liter,Method023,Method029
3027,Lacawac,2015,7,whole column,nauplii,unidentified,abundance,41.97,org per liter,Method023,Method029
3028,Lacawac,2015,8,whole column,nauplii,unidentified,abundance,35.37,org per liter,Method023,Method029
3029,Lacawac,2016,5,whole column,nauplii,unidentified,abundance,49.21,org per liter,Method023,Method029
3030,Lacawac,2016,6,whole column,nauplii,unidentified,abundance,77.13,org per liter,Method023,Method029
3031,Lacawac,2016,7,whole column,nauplii,unidentified,abundance,78.8,org per liter,Method023,Method029
3032,Lacawac,2016,8,whole column,nauplii,unidentified,abundance,67.94,org per liter,Method023,Method029
3033,Lacawac,2017,5,whole column,nauplii,unidentified,abundance,47.61,org per liter,Method023,Method029
3034,Lacawac,2017,6,whole column,nauplii,unidentified,abundance,73.72,org per liter,Method023,Method029
3035,Lacawac,2017,7,whole column,nauplii,unidentified,abundance,42.77,org per liter,Method023,Method029
3036,Lacawac,2017,8,whole column,nauplii,unidentified,abundance,51.65,org per liter,Method023,Method029
3037,Lacawac,2017,9,whole column,nauplii,unidentified,abundance,21.77,org per liter,Method023,Method029
3038,Lacawac,2018,5,whole column,nauplii,unidentified,abundance,76.29,org per liter,Method023,Method029
3039,Lacawac,2018,6,whole column,nauplii,unidentified,abundance,70,org per liter,Method023,Method029
3040,Lacawac,2018,7,whole column,nauplii,unidentified,abundance,51.68,org per liter,Method023,Method029
3041,Lacawac,2018,8,whole column,nauplii,unidentified,abundance,25.23,org per liter,Method023,Method029
3042,Lacawac,2019,4,whole column,nauplii,unidentified,abundance,44.75,org per liter,Method023,Method029
3043,Lacawac,1990,1,whole column,Rotifer,Gastropus,abundance,45.01,org per liter,Method024,Method029
3044,Lacawac,1990,2,whole column,Rotifer,Gastropus,abundance,45.01,org per liter,Method024,Method029
3045,Lacawac,1990,3,whole column,Rotifer,Gastropus,abundance,30.99,org per liter,Method024,Method029
3046,Lacawac,1990,4,whole column,Rotifer,Gastropus,abundance,116.66,org per liter,Method024,Method029
3047,Lacawac,1990,5,whole column,Rotifer,Gastropus,abundance,90.61,org per liter,Method024,Method029
3048,Lacawac,1990,6,whole column,Rotifer,Gastropus,abundance,47.23,org per liter,Method024,Method029
3049,Lacawac,1990,7,whole column,Rotifer,Gastropus,abundance,4.53,org per liter,Method024,Method029
3050,Lacawac,1990,8,whole column,Rotifer,Gastropus,abundance,1.62,org per liter,Method024,Method029
3051,Lacawac,1990,9,whole column,Rotifer,Gastropus,abundance,6.38,org per liter,Method024,Method029
3052,Lacawac,1990,10,whole column,Rotifer,Gastropus,abundance,1.84,org per liter,Method024,Method029
3053,Lacawac,1990,11,whole column,Rotifer,Gastropus,abundance,27.96,org per liter,Method024,Method029
3054,Lacawac,1990,12,whole column,Rotifer,Gastropus,abundance,37.28,org per liter,Method024,Method029
3055,Lacawac,1991,1,whole column,Rotifer,Gastropus,abundance,26.98,org per liter,Method024,Method029
3056,Lacawac,1991,2,whole column,Rotifer,Gastropus,abundance,83.67,org per liter,Method024,Method029
3057,Lacawac,1991,3,whole column,Rotifer,Gastropus,abundance,107.12,org per liter,Method024,Method029
3058,Lacawac,1991,4,whole column,Rotifer,Gastropus,abundance,304.66,org per liter,Method024,Method029
3059,Lacawac,1991,5,whole column,Rotifer,Gastropus,abundance,580.07,org per liter,Method024,Method029
3060,Lacawac,1991,6,whole column,Rotifer,Gastropus,abundance,100.54,org per liter,Method024,Method029
3061,Lacawac,1991,7,whole column,Rotifer,Gastropus,abundance,3.1,org per liter,Method024,Method029
3062,Lacawac,1991,8,whole column,Rotifer,Gastropus,abundance,0.51,org per liter,Method024,Method029
3063,Lacawac,1991,9,whole column,Rotifer,Gastropus,abundance,1.04,org per liter,Method024,Method029
3064,Lacawac,1991,10,whole column,Rotifer,Gastropus,abundance,4.76,org per liter,Method024,Method029
3065,Lacawac,1991,11,whole column,Rotifer,Gastropus,abundance,201.15,org per liter,Method024,Method029
3066,Lacawac,1992,1,whole column,Rotifer,Gastropus,abundance,95.67,org per liter,Method024,Method029
3067,Lacawac,1992,2,whole column,Rotifer,Gastropus,abundance,35.74,org per liter,Method024,Method029
3068,Lacawac,1992,3,whole column,Rotifer,Gastropus,abundance,58.98,org per liter,Method024,Method029
3069,Lacawac,1992,4,whole column,Rotifer,Gastropus,abundance,266,org per liter,Method024,Method029
3070,Lacawac,1992,5,whole column,Rotifer,Gastropus,abundance,286.1,org per liter,Method024,Method029
3071,Lacawac,1992,6,whole column,Rotifer,Gastropus,abundance,111.53,org per liter,Method024,Method029
3072,Lacawac,1992,7,whole column,Rotifer,Gastropus,abundance,45.12,org per liter,Method024,Method029
3073,Lacawac,1992,8,whole column,Rotifer,Gastropus,abundance,4.59,org per liter,Method024,Method029
3074,Lacawac,1992,9,whole column,Rotifer,Gastropus,abundance,5.02,org per liter,Method024,Method029
3075,Lacawac,1992,10,whole column,Rotifer,Gastropus,abundance,1.97,org per liter,Method024,Method029
3076,Lacawac,1992,11,whole column,Rotifer,Gastropus,abundance,2.84,org per liter,Method024,Method029
3077,Lacawac,1992,12,whole column,Rotifer,Gastropus,abundance,4.53,org per liter,Method024,Method029
3078,Lacawac,1993,1,whole column,Rotifer,Gastropus,abundance,11.8,org per liter,Method024,Method029
3079,Lacawac,1993,2,whole column,Rotifer,Gastropus,abundance,21.53,org per liter,Method024,Method029
3080,Lacawac,1993,3,whole column,Rotifer,Gastropus,abundance,26.83,org per liter,Method024,Method029
3081,Lacawac,1993,4,whole column,Rotifer,Gastropus,abundance,315.36,org per liter,Method024,Method029
3082,Lacawac,1993,5,whole column,Rotifer,Gastropus,abundance,259.13,org per liter,Method024,Method029
3083,Lacawac,1993,6,whole column,Rotifer,Gastropus,abundance,38.46,org per liter,Method024,Method029
3084,Lacawac,1993,7,whole column,Rotifer,Gastropus,abundance,29.8,org per liter,Method024,Method029
3085,Lacawac,1993,8,whole column,Rotifer,Gastropus,abundance,15.05,org per liter,Method024,Method029
3086,Lacawac,1993,9,whole column,Rotifer,Gastropus,abundance,20.21,org per liter,Method024,Method029
3087,Lacawac,1993,11,whole column,Rotifer,Gastropus,abundance,3.47,org per liter,Method024,Method029
3088,Lacawac,2005,5,whole column,Rotifer,Gastropus,abundance,24.69,org per liter,Method024,Method029
3089,Lacawac,2005,6,whole column,Rotifer,Gastropus,abundance,3.99,org per liter,Method024,Method029
3090,Lacawac,2005,7,whole column,Rotifer,Gastropus,abundance,3.86,org per liter,Method024,Method029
3091,Lacawac,2005,8,whole column,Rotifer,Gastropus,abundance,5.66,org per liter,Method024,Method029
3092,Lacawac,2006,5,whole column,Rotifer,Gastropus,abundance,95.02,org per liter,Method024,Method029
3093,Lacawac,2006,6,whole column,Rotifer,Gastropus,abundance,27.27,org per liter,Method024,Method029
3094,Lacawac,2006,7,whole column,Rotifer,Gastropus,abundance,13.2,org per liter,Method024,Method029
3095,Lacawac,2006,8,whole column,Rotifer,Gastropus,abundance,3.77,org per liter,Method024,Method029
3096,Lacawac,2007,5,whole column,Rotifer,Gastropus,abundance,19.15,org per liter,Method024,Method029
3097,Lacawac,2007,6,whole column,Rotifer,Gastropus,abundance,18.86,org per liter,Method024,Method029
3098,Lacawac,2007,7,whole column,Rotifer,Gastropus,abundance,3.86,org per liter,Method024,Method029
3099,Lacawac,2007,8,whole column,Rotifer,Gastropus,abundance,1.85,org per liter,Method024,Method029
3100,Lacawac,2008,4,whole column,Rotifer,Gastropus,abundance,45.09,org per liter,Method023,Method029
3101,Lacawac,2008,5,whole column,Rotifer,Gastropus,abundance,88.55,org per liter,Method023,Method029
3102,Lacawac,2008,6,whole column,Rotifer,Gastropus,abundance,12.03,org per liter,Method023,Method029
3103,Lacawac,2008,7,whole column,Rotifer,Gastropus,abundance,8.86,org per liter,Method023,Method029
3104,Lacawac,2008,8,whole column,Rotifer,Gastropus,abundance,3.92,org per liter,Method023,Method029
3105,Lacawac,2009,4,whole column,Rotifer,Gastropus,abundance,56.59,org per liter,Method023,Method029
3106,Lacawac,2009,5,whole column,Rotifer,Gastropus,abundance,22.05,org per liter,Method023,Method029
3107,Lacawac,2009,6,whole column,Rotifer,Gastropus,abundance,15.76,org per liter,Method023,Method029
3108,Lacawac,2009,7,whole column,Rotifer,Gastropus,abundance,1.06,org per liter,Method023,Method029
3109,Lacawac,2009,8,whole column,Rotifer,Gastropus,abundance,0.89,org per liter,Method023,Method029
3110,Lacawac,2010,5,whole column,Rotifer,Gastropus,abundance,32.99,org per liter,Method023,Method029
3111,Lacawac,2010,6,whole column,Rotifer,Gastropus,abundance,31.83,org per liter,Method023,Method029
3112,Lacawac,2010,7,whole column,Rotifer,Gastropus,abundance,3.5,org per liter,Method023,Method029
3113,Lacawac,2010,8,whole column,Rotifer,Gastropus,abundance,0.69,org per liter,Method023,Method029
3114,Lacawac,2010,9,whole column,Rotifer,Gastropus,abundance,1.7,org per liter,Method023,Method029
3115,Lacawac,2011,5,whole column,Rotifer,Gastropus,abundance,3.45,org per liter,Method023,Method029
3116,Lacawac,2011,6,whole column,Rotifer,Gastropus,abundance,10.61,org per liter,Method023,Method029
3117,Lacawac,2011,7,whole column,Rotifer,Gastropus,abundance,5.39,org per liter,Method023,Method029
3118,Lacawac,2011,8,whole column,Rotifer,Gastropus,abundance,1.16,org per liter,Method023,Method029
3119,Lacawac,2013,4,whole column,Rotifer,Gastropus,abundance,5.44,org per liter,Method023,Method029
3120,Lacawac,2013,5,whole column,Rotifer,Gastropus,abundance,32.16,org per liter,Method023,Method029
3121,Lacawac,2013,6,whole column,Rotifer,Gastropus,abundance,8.97,org per liter,Method023,Method029
3122,Lacawac,2013,7,whole column,Rotifer,Gastropus,abundance,2.29,org per liter,Method023,Method029
3123,Lacawac,2013,8,whole column,Rotifer,Gastropus,abundance,0.72,org per liter,Method023,Method029
3124,Lacawac,2014,5,whole column,Rotifer,Gastropus,abundance,27.98,org per liter,Method023,Method029
3125,Lacawac,2014,6,whole column,Rotifer,Gastropus,abundance,26.19,org per liter,Method023,Method029
3126,Lacawac,2014,7,whole column,Rotifer,Gastropus,abundance,13.25,org per liter,Method023,Method029
3127,Lacawac,2014,8,whole column,Rotifer,Gastropus,abundance,2.21,org per liter,Method023,Method029
3128,Lacawac,2015,5,whole column,Rotifer,Gastropus,abundance,9.15,org per liter,Method023,Method029
3129,Lacawac,2015,6,whole column,Rotifer,Gastropus,abundance,0.8,org per liter,Method023,Method029
3130,Lacawac,2015,7,whole column,Rotifer,Gastropus,abundance,9.43,org per liter,Method023,Method029
3131,Lacawac,2015,8,whole column,Rotifer,Gastropus,abundance,1.81,org per liter,Method023,Method029
3132,Lacawac,2016,5,whole column,Rotifer,Gastropus,abundance,1.71,org per liter,Method023,Method029
3133,Lacawac,2016,6,whole column,Rotifer,Gastropus,abundance,0.27,org per liter,Method023,Method029
3134,Lacawac,2016,7,whole column,Rotifer,Gastropus,abundance,0,org per liter,Method023,Method029
3135,Lacawac,2016,8,whole column,Rotifer,Gastropus,abundance,1.16,org per liter,Method023,Method029
3136,Lacawac,2017,5,whole column,Rotifer,Gastropus,abundance,46.24,org per liter,Method023,Method029
3137,Lacawac,2017,6,whole column,Rotifer,Gastropus,abundance,211.43,org per liter,Method023,Method029
3138,Lacawac,2017,7,whole column,Rotifer,Gastropus,abundance,60.92,org per liter,Method023,Method029
3139,Lacawac,2017,8,whole column,Rotifer,Gastropus,abundance,8.15,org per liter,Method023,Method029
3140,Lacawac,2017,9,whole column,Rotifer,Gastropus,abundance,1.38,org per liter,Method023,Method029
3141,Lacawac,2018,5,whole column,Rotifer,Gastropus,abundance,65.25,org per liter,Method023,Method029
3142,Lacawac,2018,6,whole column,Rotifer,Gastropus,abundance,13.08,org per liter,Method023,Method029
3143,Lacawac,2018,7,whole column,Rotifer,Gastropus,abundance,2.93,org per liter,Method023,Method029
3144,Lacawac,2018,8,whole column,Rotifer,Gastropus,abundance,0.47,org per liter,Method023,Method029
3145,Lacawac,2019,4,whole column,Rotifer,Gastropus,abundance,9.17,org per liter,Method023,Method029
3146,Lacawac,1990,1,whole column,Rotifer,Kellicottia,abundance,22.25,org per liter,Method024,Method029
3147,Lacawac,1990,2,whole column,Rotifer,Kellicottia,abundance,15.4,org per liter,Method024,Method029
3148,Lacawac,1990,3,whole column,Rotifer,Kellicottia,abundance,34.42,org per liter,Method024,Method029
3149,Lacawac,1990,4,whole column,Rotifer,Kellicottia,abundance,92.17,org per liter,Method024,Method029
3150,Lacawac,1990,5,whole column,Rotifer,Kellicottia,abundance,221.64,org per liter,Method024,Method029
3151,Lacawac,1990,6,whole column,Rotifer,Kellicottia,abundance,308.98,org per liter,Method024,Method029
3152,Lacawac,1990,7,whole column,Rotifer,Kellicottia,abundance,76.91,org per liter,Method024,Method029
3153,Lacawac,1990,8,whole column,Rotifer,Kellicottia,abundance,33.1,org per liter,Method024,Method029
3154,Lacawac,1990,9,whole column,Rotifer,Kellicottia,abundance,41.74,org per liter,Method024,Method029
3155,Lacawac,1990,10,whole column,Rotifer,Kellicottia,abundance,13.81,org per liter,Method024,Method029
3156,Lacawac,1990,11,whole column,Rotifer,Kellicottia,abundance,19.18,org per liter,Method024,Method029
3157,Lacawac,1990,12,whole column,Rotifer,Kellicottia,abundance,17.79,org per liter,Method024,Method029
3158,Lacawac,1991,1,whole column,Rotifer,Kellicottia,abundance,29.22,org per liter,Method024,Method029
3159,Lacawac,1991,2,whole column,Rotifer,Kellicottia,abundance,33.59,org per liter,Method024,Method029
3160,Lacawac,1991,3,whole column,Rotifer,Kellicottia,abundance,16.43,org per liter,Method024,Method029
3161,Lacawac,1991,4,whole column,Rotifer,Kellicottia,abundance,32.66,org per liter,Method024,Method029
3162,Lacawac,1991,5,whole column,Rotifer,Kellicottia,abundance,122.43,org per liter,Method024,Method029
3163,Lacawac,1991,6,whole column,Rotifer,Kellicottia,abundance,82.07,org per liter,Method024,Method029
3164,Lacawac,1991,7,whole column,Rotifer,Kellicottia,abundance,10.75,org per liter,Method024,Method029
3165,Lacawac,1991,8,whole column,Rotifer,Kellicottia,abundance,8.54,org per liter,Method024,Method029
3166,Lacawac,1991,9,whole column,Rotifer,Kellicottia,abundance,16.79,org per liter,Method024,Method029
3167,Lacawac,1991,10,whole column,Rotifer,Kellicottia,abundance,29.86,org per liter,Method024,Method029
3168,Lacawac,1991,11,whole column,Rotifer,Kellicottia,abundance,50.45,org per liter,Method024,Method029
3169,Lacawac,1992,1,whole column,Rotifer,Kellicottia,abundance,31.28,org per liter,Method024,Method029
3170,Lacawac,1992,2,whole column,Rotifer,Kellicottia,abundance,20.17,org per liter,Method024,Method029
3171,Lacawac,1992,3,whole column,Rotifer,Kellicottia,abundance,38.8,org per liter,Method024,Method029
3172,Lacawac,1992,4,whole column,Rotifer,Kellicottia,abundance,57.58,org per liter,Method024,Method029
3173,Lacawac,1992,5,whole column,Rotifer,Kellicottia,abundance,171.84,org per liter,Method024,Method029
3174,Lacawac,1992,6,whole column,Rotifer,Kellicottia,abundance,150.76,org per liter,Method024,Method029
3175,Lacawac,1992,7,whole column,Rotifer,Kellicottia,abundance,66.33,org per liter,Method024,Method029
3176,Lacawac,1992,8,whole column,Rotifer,Kellicottia,abundance,20.08,org per liter,Method024,Method029
3177,Lacawac,1992,9,whole column,Rotifer,Kellicottia,abundance,8.65,org per liter,Method024,Method029
3178,Lacawac,1992,10,whole column,Rotifer,Kellicottia,abundance,33.13,org per liter,Method024,Method029
3179,Lacawac,1992,11,whole column,Rotifer,Kellicottia,abundance,2.04,org per liter,Method024,Method029
3180,Lacawac,1992,12,whole column,Rotifer,Kellicottia,abundance,5.33,org per liter,Method024,Method029
3181,Lacawac,1993,1,whole column,Rotifer,Kellicottia,abundance,5.3,org per liter,Method024,Method029
3182,Lacawac,1993,2,whole column,Rotifer,Kellicottia,abundance,3.91,org per liter,Method024,Method029
3183,Lacawac,1993,3,whole column,Rotifer,Kellicottia,abundance,2.94,org per liter,Method024,Method029
3184,Lacawac,1993,4,whole column,Rotifer,Kellicottia,abundance,12.01,org per liter,Method024,Method029
